code,concept,definition,anchor,example,confusables,alternates,domain_name,category_name,mnemonic,learned
601,Factory method,Defines an overridable creation method so subclasses decide which concrete product class to instantiate.,"Pizza chain HQ mandates one ritual, makePizza() — but each franchise kitchen bakes its own pie: Chicago deep dish here, Napoli thin crust there.",abstract Dialog { abstract createButton(); } WinDialog.createButton() -> new WinButton(),Abstract factory — factory method is ONE overridable method for one product; abstract factory is a whole object producing a product family.,"Conveyor belt stamping toys — rejected, encodes no subclass choice.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
602,Abstract factory,"One interface creates a whole family of related products, keeping clients independent of which concrete family is chosen.","An IKEA showroom kit: tick the 'Scandinavian' box and the crate ships a matching sofa, lamp AND table — never a gothic lamp inside a Scandi set.",GUIFactory { createButton(); createCheckbox(); } MacFactory yields MacButton + MacCheckbox,Factory method — abstract factory bundles several factory methods to guarantee a consistent product family.,"Theme-park costume department — rejected, family consistency less obvious.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
603,Builder,"Constructs a complex object step by step through a fluent or staged API, separating construction from the final representation.","A Subway sandwich artist: bread? cheese? toasted? Each shout adds one layer, and only the final 'wrap it up!' (build) hands you the finished sub.","new Request.Builder().url(u).header(k,v).post(body).build() — OkHttp",Factory — a factory returns the object in one call; a builder accumulates many optional parts before build().,"LEGO instruction booklet — rejected, misses the fluent step-by-step calls.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
604,Prototype,Creates new objects by cloning a pre-configured exemplar instance instead of instantiating classes from scratch.,"Dolly the sheep on a photocopier: slam the lid on the prize ewe, press COPY, and an identical lamb trots warm out of the output tray.",enemy = bossPrototype.clone(); enemy.hp = 50; — game spawning from templates,JS prototype chain — that is property delegation at lookup time; GoF Prototype clones an exemplar at creation time.,"Rubber stamp — rejected, loses the 'pre-configured living exemplar' idea.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
605,Singleton,Ensures a class has exactly one instance and provides a single global access point to it.,"Highlander in a server room beheading every extra instance with a katana — 'There can be only one!' — then standing guard at the single door, getInstance().",Runtime.getRuntime() in Java always returns the same Runtime object,"Static utility class — a singleton is a real instance (can implement interfaces, be passed around); statics cannot be substituted.","The Pope — rejected, succession implies replaceable instances.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
606,Singleton as design smell,"Singletons hide dependencies, create global mutable state, and weld tests to shared instances — prefer one instance wired via DI.","The Highlander's katana rusts: one immortal hoarding all state, and every unit test must duel him at the locked door just to reset a flag.",Config.getInstance() buried deep vs constructor(config) — the second declares its needs,'One instance' vs 'global access' — a single instance is fine; the smell is the global access point that hides coupling.,"Town's only well poisoned for everyone — rejected, encodes shared state but not hidden dependency.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
607,Object pool,"Keeps expensive-to-create objects in a reusable pool; clients borrow, use, and return them instead of constructing new ones.","Bowling alley shoe counter: nobody buys shoes — you borrow a disinfectant-sprayed pair, bowl, return them, and the next bowler laces up the same pair.",HikariCP database connection pool; ThreadPoolExecutor worker threads,Flyweight — pooled objects are borrowed exclusively then returned; flyweights are immutable and shared by everyone at once.,"Tool-lending library — rejected, bowling shoes are smellier and stickier.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
608,Static factory method,"A named static method that returns instances, enabling caching, subtype returns, and readable names that raw constructors cannot offer.",A vending machine bolted to the class wall: press the labeled button 'valueOf' and it may hand you a chilled cached can rather than brew a new one.,"Integer.valueOf(127) returns a cached instance; List.of(1,2,3); Optional.empty()",GoF Factory Method — GoF's relies on subclass polymorphism to pick the product; static factories are just well-named static creators.,"Named doorbells on one house — rejected, caching aspect lost.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
609,Lazy initialization,"Defers costly object creation until the moment of first use, trading startup cost for a check (and locking care) on first access.","A Murphy bed that stays hidden in the wall until the teenager's first yawn — then WHAM, it unfolds. Until that first yawn the room is empty and cheap.",if (instance == null) instance = new Heavy(); — double-checked locking when threaded,Eager initialization — eager pays at load time and is trivially thread-safe; lazy pays on first access and needs synchronization.,"Instant noodles — rejected, encodes speed not deferral.",Architecture & design patterns,Creational patterns,SIX sides of the hexagon - hexagonal architecture,0
610,Structural patterns,GoF pattern family for composing classes and objects into larger flexible structures — mostly by wrapping or nesting existing pieces.,"Scaffolding around a cathedral: nothing new is born on site — pipes, wraps, and bridges just join existing stones into a grander shape.","Adapter, Bridge, Composite, Decorator, Facade, Flyweight, Proxy",Creational patterns — structural arrange objects that already exist; creational decide how objects come into being.,"Tetris pieces locking — rejected, implies destruction of rows.",Architecture & design patterns,Structural patterns,SIX sides of the hexagon - hexagonal architecture,0
